기준 년코드,기준분기코드,상권구분코드,상권구분코드명,상권코드,상권코드명,총유동인구,남성유동인구,여성유동인구,10대유동인구,20대유동인구,30대유동인구,40대유동인구,50대유동인구,60대이상유동인구
2018,1,A,골목상권,1000433,통일로87길,809385,363152,446233,126481,117576,109736,116025,119920,219649
2018,1,A,골목상권,1000867,사평대로26길,175993,78043,97950,29865,19775,25867,31941,23963,44581
2018,1,A,골목상권,1000217,한천로46길,585372,269842,315532,119825,64246,73360,92230,82037,153673
2018,1,A,골목상권,1000868,사평대로57길,427704,210424,217278,22336,112811,117021,68114,44007,63416
2018,1,A,골목상권,1000434,통일로92길,1350113,649062,701051,210153,186789,195566,182837,200573,374197
2018,1,A,골목상권,1000869,서초대로15길,732390,337839,394552,135028,91879,117685,126689,92443,168665
2018,1,A,골목상권,1000870,서초대로23길,644242,299988,344255,92465,85338,108374,107506,87035,163525
2018,1,A,골목상권,1000435,가재울로6길,859755,394114,465641,120030,116131,110545,126691,121332,265026
2018,1,A,골목상권,1000871,서초대로25길,430158,198675,231483,56353,57511,72854,70978,60018,112444
2018,1,A,골목상권,1000218,휘경로14길,1009220,487603,521617,121903,241405,133125,135851,126878,250059
2018,1,A,골목상권,1000872,서초대로4길,828073,373536,454537,125595,110908,125072,123432,122973,220093
2018,1,A,골목상권,1000436,독립문로8길,1492353,687430,804923,251965,207868,201007,244733,206041,380738
2018,1,A,골목상권,1000873,서초대로64길,594332,283057,311276,91659,78739,103576,107117,80910,132331
2018,1,A,골목상권,1000109,성수이로7길,443947,235800,208147,35425,87481,97779,74450,71668,77144
2018,1,A,골목상권,1000874,서초대로8길,536395,246702,289692,78429,71521,79218,78210,82865,146153
2018,1,A,골목상권,1000437,명지대길,793924,373104,420821,164115,202985,85734,98951,89978,152160
2018,1,A,골목상권,1000875,신반포로45길,846027,422608,423420,70108,153044,197885,158255,94132,172602
2018,1,A,골목상권,1000219,휘경로23길,971940,488058,483882,112634,160683,151758,134446,139737,272680
2018,1,A,골목상권,1000876,언남길,531132,265338,265793,78099,70519,115241,102753,71839,92681
2018,1,A,골목상권,1000438,모래내로15길,517373,233748,283626,99418,53258,77663,84094,69612,133328
2018,1,A,골목상권,1000877,주흥15길,801034,388248,412784,56814,178446,214529,135413,87648,128182
2018,1,A,골목상권,1000878,주흥길,1077592,505572,572021,97353,236464,269671,180315,115701,178090
2018,1,A,골목상권,1000439,북아현로4길,3684610,1858685,1825926,364173,599484,783909,673521,529127,734396
2018,1,A,골목상권,1000879,청두곶길,647897,285220,362676,89092,94189,104551,89929,84593,185541
2018,1,A,골목상권,1000220,휘경로2길,702833,342972,359861,100033,272323,83436,74320,63954,108768
2018,1,A,골목상권,1000880,효령로23길,801063,371360,429704,109248,126097,139694,122616,113894,189513
2018,1,A,골목상권,1000440,세검정로1길,287579,122761,164818,48433,30524,31646,42240,45101,89631
2018,1,A,골목상권,1000055,대사관로34길,316048,151192,164856,20010,59788,77835,52031,39149,67236
2018,1,A,골목상권,1000881,효령로31길,355409,169578,185831,48508,62285,68018,58247,45135,73215
2018,1,A,골목상권,1000110,성수일로6길,422895,223301,199595,40984,83597,89851,69487,65385,73592
2018,1,A,골목상권,1000882,효령로34길,359581,168679,190901,45610,46431,49895,49750,52963,114930
2018,1,A,골목상권,1000441,세무서2길,254170,107641,146528,34967,36257,33981,38683,39838,70442
2018,1,A,골목상권,1000883,효령로72길,580833,281554,299278,70842,76684,114065,113234,81939,124069
2018,1,A,골목상권,1000221,휘경로3길,1085431,546374,539054,128170,294224,154879,134668,127373,246117
2018,1,A,골목상권,1000884,방배중앙로21길,484293,223045,261248,90280,65286,70158,86570,67110,104888
2018,1,A,골목상권,1000442,세무서길,1024531,453399,571132,155232,125926,116376,152871,153153,320972
2018,1,A,골목상권,1000885,서초중앙로8길,797774,383823,413950,109074,129083,153209,137149,100683,168575
2018,1,A,골목상권,1000886,강남대로118길,619546,280905,338642,56782,157806,167447,87193,55392,94928
2018,1,A,골목상권,1000443,수색로8길,939803,429716,510088,162287,108202,121670,143235,137190,267220
2018,1,A,골목상권,1000887,강남대로136길,385033,185977,199056,26132,79292,98676,66428,43481,71024
2018,1,A,골목상권,1000222,겸재로29길,916062,418513,497548,105947,126972,148120,136916,152399,245708
2018,1,A,골목상권,1000888,강남대로140길,487849,239291,248556,33068,113142,124984,79468,55437,81750
2018,1,A,골목상권,1000444,신촌로37길,584379,275154,309223,71592,85383,94412,90879,90614,151498
2018,1,A,골목상권,1000889,개포로17길,1197801,599216,598585,145796,158864,215715,205538,192526,279363
2018,1,A,골목상권,1000111,송정12라길,392403,201028,191375,48570,77899,70774,58737,57552,78871
2018,1,A,골목상권,1000890,개포로20길,517582,262527,255055,63912,72764,96384,90562,80265,113696
2018,1,A,골목상권,1000445,연희로10길,658501,342428,316072,50306,295547,83500,60849,50289,118010
2018,1,A,골목상권,1000891,개포로28길,582781,279196,303585,105053,62502,87718,99452,97419,130638
2018,1,A,골목상권,1000223,겸재로36길,751723,343972,407751,104426,93974,121020,116753,123529,192021
2018,1,A,골목상권,1000892,개포로82길,74033,33824,40209,13422,8434,7314,12381,12936,19543
2018,1,A,골목상권,1000446,응암로1길,883864,416921,466942,145206,93006,118483,137195,131910,258063
2018,1,A,골목상권,1000893,남부순환로365길,650908,314846,336063,87493,77283,112435,118918,96152,158626
2018,1,A,골목상권,1000894,논현로106길,839678,414674,425004,32711,202005,254384,149647,83026,117905
2018,1,A,골목상권,1000447,증가로10길,887938,426282,461654,148776,227004,101699,115730,105365,189363
2018,1,A,골목상권,1000895,논현로10길,382315,187271,195044,60812,50803,66847,64859,55781,83214
2018,1,A,골목상권,1000028,난계로11길,1113665,515208,598457,119169,196334,210901,156571,169887,260805
2018,1,A,골목상권,1000224,겸재로54길,867490,402281,465209,131004,117874,134563,130824,135211,218015
2018,1,A,골목상권,1000896,논현로115길,1459372,700654,758719,101807,350358,394197,213864,149722,249422
2018,1,A,골목상권,1000448,증가로20가길,1004409,466325,538084,205009,207761,113673,134294,128457,215217
2018,1,A,골목상권,1000056,두텁바위로1길,357908,181101,176808,44539,60004,57518,57284,51723,86841
2018,1,A,골목상권,1000897,논현로123길,339210,151192,188017,27417,79695,93135,48881,29707,60375
2018,1,A,골목상권,1000112,송정4가길,691767,359014,332753,61411,147310,133691,110089,107221,132043
2018,1,A,골목상권,1000014,율곡로16길,221149,114592,106557,18016,38806,33831,35743,36620,58133
2018,1,A,골목상권,1000898,논현로139길,815334,397554,417780,42921,198097,226516,142587,78395,126819
2018,1,A,골목상권,1000449,증가로23나길,1743318,806034,937283,341055,195791,217717,264448,262530,461776
2018,1,A,골목상권,1000899,논현로159길,317696,135881,181815,32085,57105,57630,51388,37417,82069
2018,1,A,골목상권,1000007,북촌로5길,140959,68613,72346,13238,22304,26399,26214,21150,31652
2018,1,A,골목상권,1000225,공릉로12가길,272041,141388,130653,63273,56544,32065,36737,32882,50541
2018,1,A,골목상권,1000900,논현로26길,310362,159318,151045,22984,47056,65923,56285,46740,71374
2018,1,A,골목상권,1000450,증가로6길,858463,413251,445212,113235,143950,111655,140686,123283,225654
2018,1,A,골목상권,1000901,논현로28길,131203,66520,64682,8728,22331,25531,23277,19625,31713
2018,1,A,골목상권,1000902,논현로63길,730620,354051,376570,76230,130156,165284,129451,94351,135148
2018,1,A,골목상권,1000451,충정로4길,580992,283373,297620,34082,99668,129131,111877,87592,118640
2018,1,A,골목상권,1000903,논현로8길,739955,356400,383555,132709,85928,125602,125636,112662,157418
2018,1,A,골목상권,1000226,공릉로2길,1366323,603514,762809,193298,173189,211455,183195,190888,414299
2018,1,A,골목상권,1000904,도곡로37길,1114589,503902,610685,127091,186936,248499,201499,136334,214230
2018,1,A,골목상권,1000452,충정로6길,428915,217969,210948,26151,72466,100168,94463,63189,72480
2018,1,A,골목상권,1000905,도산대로15길,241096,106892,134204,16498,65296,58811,36885,22544,41063
2018,1,A,골목상권,1000113,아차산로11길,352832,190756,162077,21507,66078,81745,67582,58695,57225
2018,1,A,골목상권,1000906,도산대로23길,788842,372405,416437,49163,189469,200683,133768,85015,130744
2018,1,A,골목상권,1000453,통일로11길,156309,71197,85112,23801,19443,20810,24980,24216,43058
2018,1,A,골목상권,1000907,도산대로30길,715405,356758,358647,40327,158619,204097,128854,64961,118547
2018,1,A,골목상권,1000227,답십리로75길,634465,296826,337640,107168,72478,100500,102303,103689,148328
2018,1,A,골목상권,1000908,도산대로38길,385099,197269,187831,21292,79903,108526,73296,41102,60980
2018,1,A,골목상권,1000454,통일로37길,366328,158891,207437,53789,49477,46707,54221,57539,104596
2018,1,A,골목상권,1000909,도산대로50길,598727,286397,312328,46133,125173,144857,101370,69807,111385
2018,1,A,골목상권,1000910,도산대로81길,271091,121475,149615,42577,40775,49364,45779,32178,60420
2018,1,A,골목상권,1000455,통일로39길,974799,425294,549507,134617,132483,117972,142864,154293,292572
2018,1,A,골목상권,1000911,도산대로89길,689809,343928,345880,85110,109537,143560,122686,91927,136989
2018,1,A,골목상권,1000228,동일로100길,954278,459857,494420,155956,118828,152301,142503,148518,236173
2018,1,A,골목상권,1000912,봉은사로109길,407458,197300,210159,53626,49310,75327,74446,58831,95919
2018,1,A,골목상권,1000456,홍연길,903452,397541,505911,126296,105649,123002,145298,141277,261931
2018,1,A,골목상권,1000057,백범로79길,1117665,510991,606676,219013,165702,186832,173165,140701,232252
2018,1,A,골목상권,1000913,봉은사로29길,621834,320092,301742,31310,133764,176550,111987,62911,105312
2018,1,A,골목상권,1000114,아차산로15길,301416,162806,138609,19441,58475,68039,58735,49703,47022
2018,1,A,골목상권,1000914,봉은사로43길,1116233,552103,564131,108430,211935,282585,195956,121229,196098
2018,1,A,골목상권,1000457,홍제내길,766915,341135,425781,121179,99293,102562,119770,107172,216937
2018,1,A,골목상권,1000915,봉은사로57길,836340,402629,433711,113558,154611,187749,146612,93187,140624
2018,1,A,골목상권,1000229,동일로101길,1065193,511036,554157,199829,124361,141814,166979,171284,260928
2018,1,A,골목상권,1000916,봉은사로68길,317251,161277,155975,17073,57888,87936,60895,37082,56378
2018,1,A,골목상권,1000458,광성로6길,749207,380086,369121,125005,176222,109735,106304,83687,148254
2018,1,A,골목상권,1000917,삼성로115길,549479,240627,308852,91125,72181,112149,108640,59383,106003
2018,1,A,골목상권,1000918,삼성로147길,268331,117750,150582,34531,42759,54006,47812,33673,55550
2018,1,A,골목상권,1000459,대흥로21길,1518035,649494,868541,165192,523242,215903,172353,152178,289166
2018,1,A,골목상권,1000919,삼성로57길,887105,430242,456864,276136,84265,78263,208868,115198,124375
2018,1,A,골목상권,1000230,동일로112길,1563784,732902,830880,164837,248434,263587,223215,264293,399419
2018,1,A,골목상권,1000920,삼성로63길,1001765,480910,520856,291239,128447,118154,205616,124401,133907
2018,1,A,골목상권,1000460,대흥로28길,479925,200899,279026,56565,156834,67475,57868,59240,81942
2018,1,A,골목상권,1000921,삼성로64길,785352,397899,387453,197744,88927,82501,169361,114412,132407
2018,1,A,골목상권,1000115,아차산로5길,362847,191242,171605,34262,64905,74469,57129,56586,75495
2018,1,A,골목상권,1000922,삼성로69길,843743,395949,447795,211462,116153,113429,171644,107365,123690
2018,1,A,골목상권,1000461,도화4길,719655,341695,377961,106346,106905,126260,113436,107680,159029
2018,1,A,골목상권,1000923,삼성로75길,845726,439606,406120,140043,142114,165618,169160,110696,118095
2018,1,A,골목상권,1000231,동일로123길,758577,354877,403699,107475,92514,95908,112375,144257,206047
2018,1,A,골목상권,1000924,선릉로121길,433982,209958,224023,55994,79154,102275,73400,48243,74915
2018,1,A,골목상권,1000462,도화길,586271,290150,296122,62388,94458,117138,99977,87212,125100
2018,1,A,골목상권,1000925,선릉로132길,871742,395569,476172,146025,131410,171544,151946,101693,169123
2018,1,A,골목상권,1000926,선릉로133길,1164183,569076,595107,80653,226419,290622,211473,137588,217429
2018,1,A,골목상권,1000463,독막로22길,368593,157579,211014,68156,47717,59264,62390,42580,88486
2018,1,A,골목상권,1000927,선릉로146길,1077573,481604,595970,99302,235515,262888,180591,122535,176745
2018,1,A,골목상권,1000029,난계로21길,614822,284588,330234,66462,89670,139611,94240,93481,131358
2018,1,A,골목상권,1000232,동일로130길,676405,306967,369438,122319,87605,103837,89165,107953,165526
2018,1,A,골목상권,1000928,선릉로18길,471768,224143,247624,66928,64538,58554,66177,84632,130937
2018,1,A,골목상권,1000464,독막로32길,638946,289358,349588,124696,76808,101734,103347,81504,150856
2018,1,A,골목상권,1000058,백범로90길,1219927,585951,633975,152248,218718,290499,200106,152042,206312
2018,1,A,골목상권,1000929,압구정로2길,611582,276363,335219,59400,146644,143587,104672,62776,94502
2018,1,A,골목상권,1000116,왕십리로14길,605070,308197,296872,64606,118602,121181,94442,89732,116507
2018,1,A,골목상권,1000930,언주로81길,1713689,861366,852323,111569,345476,467903,337333,177018,274391
2018,1,A,골목상권,1000465,독막로8길,390595,190443,200152,43822,108721,93323,56902,42989,44837
2018,1,A,골목상권,1000931,영동대로112길,957936,469877,488059,98953,140807,209527,183874,124454,200321
2018,1,A,골목상권,1000233,동일로139가길,814570,386603,427968,122285,105296,115291,113525,139094,219079
2018,1,A,골목상권,1000932,영동대로65길,548763,287556,261208,123207,74730,78812,103296,79310,89409
2018,1,A,골목상권,1000466,동교로17길,580419,268570,311850,60912,125674,135471,96681,59413,102269
2018,1,A,골목상권,1000933,일원로3길,498659,238998,259662,73527,69918,71124,76544,85360,122189
2018,1,A,골목상권,1000934,일원로9길,1508533,698358,810175,153698,194642,205525,230468,265527,458674
2018,1,A,골목상권,1000467,동교로19길,685470,313060,372410,70868,145538,150650,117473,76447,124496
2018,1,A,골목상권,1000935,테헤란로81길,492747,243633,249113,31617,118258,137981,98172,52703,54018
2018,1,A,골목상권,1000234,동일로139길,506383,243818,262565,68109,64100,65016,73973,96989,138197
2018,1,A,골목상권,1000936,학동로38길,676721,355632,321090,36805,139531,183136,127937,73690,115623
2018,1,A,골목상권,1000468,동교로25길,575351,254796,320555,65435,130334,124907,84563,56502,113609
2018,1,A,골목상권,1000937,학동로56길,593271,285581,307689,83566,100807,127906,111155,70104,99734
2018,1,A,골목상권,1000117,왕십리로21길,703857,321920,381938,121287,111924,112053,107117,95966,155509
2018,1,A,골목상권,1000938,학동로6길,361290,162675,198614,27794,84568,97106,53986,31499,66337
2018,1,A,골목상권,1000469,동교로27길,876139,387619,488520,94761,196606,196710,126554,84191,177321
2018,1,A,골목상권,1000939,학동로77길,651682,288354,363328,112383,88224,116612,111468,75442,147554
2018,1,A,골목상권,1000235,동일로140길,568861,271563,297298,103433,70957,79495,73629,92203,149143
2018,1,A,골목상권,1000940,거마로20길,878061,408055,470006,124171,96606,104030,127352,164558,261343
2018,1,A,골목상권,1000470,동교로38길,544398,243541,300857,44880,168324,122435,68545,51561,88655
2018,1,A,골목상권,1000941,동남로20길,1833524,833921,999603,327309,215756,234428,269850,295218,490964
2018,1,A,골목상권,1000942,마천로51길,666696,311401,355295,83806,67088,80297,97648,118789,219067
2018,1,A,골목상권,1000471,마포대로12길,201582,97639,103944,20586,32277,40575,38511,30958,38677
2018,1,A,골목상권,1000943,백제고분로21길,997611,444098,553514,143059,148550,208779,150809,131515,214900
2018,1,A,골목상권,1000236,동일로149길,523349,244868,278481,75214,62692,74627,81967,88069,140781
2018,1,A,골목상권,1000944,백제고분로22길,1040341,489215,551125,166554,153846,216238,155721,136597,211386
2018,1,A,골목상권,1000472,마포대로20길,1000774,481093,519681,127979,162379,205747,165490,148691,190488
2018,1,A,골목상권,1000059,서빙고로71길,440209,213429,226779,68588,50624,59300,79166,55811,126719
2018,1,A,골목상권,1000945,백제고분로31길,1522851,679356,843495,203298,231671,314378,228851,201504,343148
2018,1,A,골목상권,1000118,왕십리로26길,905188,426946,478242,103505,196941,143911,137843,140083,182905
2018,1,A,골목상권,1000946,백제고분로32길,938071,439356,498715,157595,129442,188951,147049,123366,191669
2018,1,A,골목상권,1000473,마포대로4길,363981,173410,190573,35425,50785,75582,63089,53434,85669
2018,1,A,골목상권,1000947,백제고분로33길,1150071,524973,625097,125909,196606,278352,172392,142272,234539
2018,1,A,골목상권,1000237,동일로157길,877448,393480,483968,112864,129092,140223,123898,137353,234018
2018,1,A,골목상권,1000948,백제고분로34길,1265187,612391,652795,173140,172987,267630,198045,178642,274742
2018,1,A,골목상권,1000474,만리재옛길,1337025,630228,706797,180005,213877,252443,221987,198314,270402
2018,1,A,골목상권,1000949,백제고분로39길,981680,428798,552883,101061,159868,230007,144974,137253,208518
2018,1,A,골목상권,1000950,백제고분로42길,906731,385958,520773,170020,137849,171356,123865,118545,185096
2018,1,A,골목상권,1000475,망원로11길,362573,166294,196280,53984,55684,67286,58583,45377,81661
2018,1,A,골목상권,1000951,백제고분로45길,1035429,462502,572928,102917,169734,229187,150937,147686,234967
2018,1,A,골목상권,1000238,동일로163길,845514,387555,457958,129023,110884,127264,124741,135101,218500
2018,1,A,골목상권,1000952,백제고분로46길,786813,348319,438495,140308,108274,124915,110783,116962,185570
2018,1,A,골목상권,1000476,망원로2길,1156647,534643,622004,175634,172023,243737,179165,141319,244769
2018,1,A,골목상권,1000953,백제고분로50길,1644808,767918,876890,291857,201216,289235,234685,237449,390367
2018,1,A,골목상권,1000119,왕십리로31길,1285034,566171,718862,166931,214371,229428,178030,184556,311718
2018,1,A,골목상권,1000954,삼전로13길,1655852,762170,893682,228339,253417,328106,245631,227528,372829
2018,1,A,골목상권,1000477,매봉산로2길,845955,436103,409852,89722,183500,210384,149058,98022,115266
2018,1,A,골목상권,1000955,송이로23길,1064125,503515,560611,171595,157807,192842,168507,156509,216866
2018,1,A,골목상권,1000239,망우로68길,595394,285366,310028,82718,68783,69835,80933,109602,183522
2018,1,A,골목상권,1000956,송이로32길,1429958,682275,747682,257385,197940,245035,206980,236766,285850
2018,1,A,골목상권,1000478,모래내로7길,507020,227049,279971,88440,72152,70880,78494,68123,128931
2018,1,A,골목상권,1000957,송이로36길,880212,429065,451146,122931,138556,184927,141179,135737,156884
2018,1,A,골목상권,1000958,송파대로30길,1029289,493521,535767,219298,118837,160667,187704,161145,181636
2018,1,A,골목상권,1000479,방울내로9안길,2410677,1081785,1328891,367914,333421,462105,404166,312600,530472
2018,1,A,골목상권,1000959,양재대로62길,340579,168410,172171,50087,42730,59864,56720,58286,72892
2018,1,A,골목상권,1000030,다산로33길,1443175,699863,743313,149495,237367,222949,242897,259612,330856
2018,1,A,골목상권,1000240,망우로73길,400007,182753,217255,82898,43656,54017,53507,60465,105464
2018,1,A,골목상권,1000960,양재대로64길,1165999,555557,610441,175145,160326,181405,195241,201467,252417
2018,1,A,골목상권,1000480,백범로16길,810009,389914,420096,148549,152333,118050,129231,99561,162284
2018,1,A,골목상권,1000060,소월로20길,1101870,502043,599828,131363,163728,225369,156368,132612,292432
2018,1,A,골목상권,1000961,양재대로71길,693864,329305,364559,138108,87868,90608,107773,107335,162173
2018,1,A,골목상권,1000120,왕십리로6길,1110577,571617,538959,87588,222734,237668,197960,166288,198338
2018,1,A,골목상권,1000015,이화장길,597596,281618,315979,67686,121853,97561,85437,81172,143887
2018,1,A,골목상권,1000962,양재대로72길,834694,369613,465081,146206,101557,102367,124609,134495,225460
2018,1,A,골목상권,1000481,성미산로11길,637192,286277,350915,81548,105761,128288,111275,75120,135202
2018,1,A,골목상권,1000963,오금로11길,1062930,515408,547523,87680,208248,225864,161038,156255,223844
2018,1,A,골목상권,1000241,면목로21길,441034,209287,231748,71502,57221,70538,70909,76019,94847
2018,1,A,골목상권,1000964,오금로36길,1045710,504857,540853,156022,152661,163282,158162,171813,243770
2018,1,A,골목상권,1000482,성미산로1길,842226,387212,455014,148081,125064,155810,149563,96594,167113
2018,1,A,골목상권,1000965,오금로46길,743742,339400,404342,141827,93544,96054,107309,129224,175785
2018,1,A,골목상권,1000966,풍성로25길,775281,350290,424991,84048,98843,118468,121106,133176,219641
2018,1,A,골목상권,1000483,성미산로32길,248760,111373,137387,20315,60523,62274,35521,27026,43101
2018,1,A,골목상권,1000967,강동대로53길,1241196,625664,615532,272295,145520,163193,196593,182374,281221
2018,1,A,골목상권,1000242,면목로33길,1523286,704850,818437,275984,167961,212012,221384,230503,415442
2018,1,A,골목상권,1000968,고덕로10길,710795,330319,380475,113666,85416,118949,117410,109880,165473
2018,1,A,골목상권,1000484,성산로4길,675800,311862,363940,95952,103886,131690,120577,87000,136697
2018,1,A,골목상권,1000969,고덕로25길,102541,49793,52748,23750,12429,16465,16429,14487,18978
2018,1,A,골목상권,1000121,용답29길,727281,350198,377083,78686,120131,116641,116460,114275,181089
2018,1,A,골목상권,1000970,고덕로61길,216106,98796,117310,50476,20582,31960,36088,30974,46025
2018,1,A,골목상권,1000485,성지3길,427276,201245,226032,46619,104786,101628,62104,49953,62186
2018,1,A,골목상권,1000971,구천면로36길,764974,370505,394469,133089,86122,103693,106358,129979,205734
2018,1,A,골목상권,1000243,면목로45길,639496,304315,335180,78970,90978,100115,95745,103858,169829
2018,1,A,골목상권,1000972,구천면로41길,1174108,537369,636737,237095,133943,180169,166845,181005,275050
2018,1,A,골목상권,1000486,숭문8길,338449,150058,188391,47188,69530,52630,51256,44154,73693
2018,1,A,골목상권,1000973,구천면로42길,1399127,653073,746054,270149,154514,200607,192867,214541,366450
2018,1,A,골목상권,1000974,동남로65길,483399,214608,268791,115613,54314,39211,79533,78410,116319
2018,1,A,골목상권,1000487,숭문길,970619,459832,510787,155809,178754,123710,164703,131186,216458
2018,1,A,골목상권,1000975,동남로82길,209105,100377,108727,31032,24398,20254,32799,34997,65624
2018,1,A,골목상권,1000244,면목로48길,728081,345503,382577,108871,110386,105989,104724,107139,190970
2018,1,A,골목상권,1000976,동남로85길,510695,240187,270509,110219,54062,64706,80871,85285,115551
2018,1,A,골목상권,1000488,신촌로12길,678152,310298,367853,81991,207581,115787,85043,69474,118276
2018,1,A,골목상권,1000061,신흥로20길,586167,278592,307576,70594,89796,109659,91989,81220,142908
2018,1,A,골목상권,1000977,명일로13길,718603,329043,389560,116506,93399,100717,111998,115781,180203
2018,1,A,골목상권,1000122,용답중앙길,388904,184537,204366,43270,65012,57777,59160,60814,102872
2018,1,A,골목상권,1000978,상암로14길,1566094,735488,830607,260745,194981,259520,235239,234215,381396
2018,1,A,골목상권,1000489,신촌로28가길,520860,228213,292647,81192,79031,87570,78533,80023,114511
2018,1,A,골목상권,1000979,상암로4길,1085427,514325,571102,180840,132913,187241,168250,168629,247555
2018,1,A,골목상권,1000245,면목로49길,672873,315726,357147,92563,97093,108110,102503,102179,170423
2018,1,A,골목상권,1000980,상암로51길,1311331,605863,705469,217150,165577,160663,198988,214167,354787
2018,1,A,골목상권,1000490,신촌로30길,563120,251066,312054,91843,75529,99008,85300,86039,125400
2018,1,A,골목상권,1000981,상암로5길,698882,323653,375228,122366,79769,113863,114364,110535,157984
2018,1,A,골목상권,1000982,상일로5길,233421,117880,115541,39691,27739,29955,40249,43222,52565
2018,1,A,골목상권,1000491,양화로11길,460709,210276,250433,45823,112573,108480,75497,49314,69021
2018,1,A,골목상권,1000983,성내로5길,1291763,597993,693771,195673,157788,222932,212421,208717,294232
2018,1,A,골목상권,1000246,면목로55길,622083,290051,332032,109767,76229,87622,104226,98994,145247
2018,1,A,골목상권,1000984,성안로3길,1124718,527846,596872,179352,140683,183347,193937,181227,246172
2018,1,A,골목상권,1000492,양화로1길,648923,283510,365413,76582,140837,154551,102814,73425,100714
2018,1,A,골목상권,1000985,암사길,1541369,702510,838859,265852,190527,234979,242753,238539,368718
2018,1,A,골목상권,1000123,장터길,328008,151424,176584,49633,40167,49989,47055,48289,92876
2018,1,A,골목상권,1000986,양재대로101길,1613662,758978,854684,167799,240491,308053,262268,264111,370941
2018,1,A,골목상권,1000493,양화진길,580020,267219,312800,53156,130068,129346,90848,71998,104604
2018,1,A,골목상권,1000987,양재대로116길,282234,131911,150324,42593,37516,43744,45114,45096,68173
2018,1,A,골목상권,1000247,면목로56길,999562,463382,536181,164419,131944,142940,162598,159364,238296
2018,1,A,골목상권,1000988,양재대로124길,1661874,773903,887971,317219,208766,248915,248320,274606,364047
2018,1,A,골목상권,1000494,와우산로29가길,366465,162627,203837,53131,134403,70985,42357,23391,42196
2018,1,A,골목상권,1000989,양재대로133길,1345978,607879,738099,249634,166178,172184,189380,211197,357405
2018,1,A,골목상권,1000990,양재대로91길,965520,442578,522943,163656,118265,135277,152378,155711,240234
2018,1,A,골목상권,1000495,와우산로29길,405700,183075,222625,53755,132594,78128,49792,31775,59657
2018,1,A,골목상권,1000991,양재대로95길,1189603,551682,637921,182439,152146,194860,177904,192599,289655
2018,1,A,골목상권,1000031,다산로36길,745872,339981,405892,104412,93599,115181,119238,120520,192920
2018,1,A,골목상권,1000248,면목로78길,1855460,845696,1009765,231769,257496,277000,271734,316873,500590
2018,1,A,골목상권,1000992,양재대로96길,979822,466835,512985,166288,112771,130654,139385,139489,291233
2018,1,A,골목상권,1000496,와우산로3길,365474,179704,185771,33954,81701,86679,55930,41742,65466
2018,1,A,골목상권,1000062,우사단로10길,556184,272274,283909,43458,109238,135386,90203,65700,112199
2018,1,A,골목상권,1000993,올림픽로48길,670463,316394,354069,87551,82172,112700,114367,112719,160955
2018,1,A,골목상권,1000124,청계천로10나길,505197,252761,252436,53745,63523,86923,89233,83297,128477
2018,1,A,골목상권,1000994,올림픽로71길,1366202,650695,715506,126969,189457,240906,203200,230900,374770
2018,1,A,골목상권,1000497,월드컵로10길,1145009,519934,625075,120145,231593,261473,180050,125115,226632
2018,1,A,골목상권,1000995,올림픽로77길,863398,407225,456174,97254,108723,148548,127278,148532,233063
2018,1,A,골목상권,1000249,봉우재로33길,847947,405124,442823,82886,139073,141233,119067,142917,222772
2018,1,A,골목상권,1000996,올림픽로78길,385758,179961,205798,43582,47352,61303,59350,69230,104943
2018,1,A,골목상권,1000498,월드컵로11길,580904,261224,319680,61925,106222,127655,90624,66079,128400
2018,1,A,골목상권,1000997,올림픽로80길,532154,247142,285012,63973,68882,75168,80197,89117,154815
2018,1,A,골목상권,1000998,올림픽로98길,898991,413320,485672,134332,114013,157044,145930,130211,217462
2018,1,A,골목상권,1000499,월드컵로16길,847444,372233,475213,118302,153286,182639,131202,88613,173402
2018,1,A,골목상권,1000999,진황도로27길,2031325,985717,1045608,305134,266376,332192,289793,310716,527112
2018,1,A,골목상권,1000250,봉화산로30길,897133,401723,495410,165514,118204,146143,114812,139000,213458
2018,1,A,골목상권,1001000,진황도로47길,752273,355088,397186,76461,104560,128708,119143,123203,200200
2018,1,A,골목상권,1000500,월드컵로19길,728035,318791,409244,92185,124915,154419,110464,86743,159309
2018,1,A,골목상권,1001001,천중로39길,2788806,1282465,1506342,532345,335343,411597,389377,391858,728288
2018,1,A,골목상권,1000125,한림말3길,791943,356476,435467,112056,106396,125003,118287,103020,227184
2018,1,A,골목상권,1001002,천중로51길,2031709,918557,1113152,286785,292955,294427,294300,328218,535024
2018,1,A,골목상권,1000501,월드컵로25길,837691,357121,480570,123184,116801,161431,138449,102249,195576
2018,1,A,골목상권,1001003,천호대로162길,1334572,621636,712936,157772,209831,233134,199474,219600,314760
2018,1,A,골목상권,1000251,봉화산로4길,802296,389096,413199,98942,96259,96583,123675,162641,224196
2018,1,A,골목상권,1001004,천호대로170길,1272957,593216,679741,149378,170922,236322,198776,205174,312383
2018,1,A,골목상권,1000502,월드컵로36길,767421,346568,420853,138361,108834,119182,126410,101023,173612
2018,1,A,골목상권,1001005,천호대로187길,845546,383178,462368,125034,105773,129730,131000,136531,217477
2018,1,A,골목상권,1001006,천호대로197길,1133138,523590,609549,211569,129383,162114,172239,174984,282847
2018,1,A,골목상권,1000503,월드컵로7길,454608,203469,251139,56166,94198,102415,70611,49099,82120
